Região,UF,IBGE,Município,CATEGORIA DE IVS,"VAGAS CONFIRMADAS
FINANC. FEDERAL","VAGAS CONFIRMADAS
COPARTICIPAÇÃO",TOTAL VAGAS CONFIRMADAS
Sul,PR,412550,Sao Jose dos Pinhais,Baixa vulnerabilidade,0,5,5
Sul,PR,412555,Sao Manoel do Parana,Muito baixa vulnerabilidade,1,0,1
Sul,PR,412660,Siqueira Campos,Baixa vulnerabilidade,0,1,1
Sul,PR,412700,Teixeira Soares,Baixa vulnerabilidade,0,0,0
Sul,PR,412730,Terra Rica,Baixa vulnerabilidade,1,0,1
Sul,PR,412770,Toledo,Muito baixa vulnerabilidade,0,1,1
Sudeste,RJ,330010,Angra dos Reis,Baixa vulnerabilidade,0,1,1
Sudeste,RJ,330020,Araruama,Baixa vulnerabilidade,1,0,1
Sudeste,RJ,330040,Barra Mansa,Baixa vulnerabilidade,0,0,0
Sudeste,RJ,330045,Belford Roxo,Média vulnerabilidade,0,0,0
Sudeste,RJ,330060,Bom Jesus do Itabapoana,Baixa vulnerabilidade,0,0,0
Sudeste,RJ,330070,Cabo Frio,Baixa vulnerabilidade,0,1,1
Sudeste,RJ,330090,Cambuci,Baixa vulnerabilidade,1,0,1
Sudeste,RJ,330100,Campos dos Goytacazes,Média vulnerabilidade,0,0,0
Sudeste,RJ,330140,Conceicao de Macabu,Baixa vulnerabilidade,0,2,2
Sudeste,RJ,330170,Duque de Caxias,Média vulnerabilidade,1,3,4
Sudeste,RJ,330180,Engenheiro Paulo de Frontin,Baixa vulnerabilidade,1,0,1
Sudeste,RJ,330185,Guapimirim,Média vulnerabilidade,1,0,1
Sudeste,RJ,330200,Itaguai,Baixa vulnerabilidade,0,1,1
Sudeste,RJ,330225,Itatiaia,Baixa vulnerabilidade,1,0,1
Sudeste,RJ,330270,Marica,Média vulnerabilidade,0,0,0
Sudeste,RJ,330290,Miguel Pereira,Baixa vulnerabilidade,0,1,1
Sudeste,RJ,330300,Miracema,Baixa vulnerabilidade,0,0,0
Sudeste,RJ,330320,Nilopolis,Baixa vulnerabilidade,0,0,0
Sudeste,RJ,330330,Niteroi,Baixa vulnerabilidade,0,4,4
Sudeste,RJ,330360,Paracambi,Baixa vulnerabilidade,0,1,1
Sudeste,RJ,330390,Petropolis,Baixa vulnerabilidade,0,1,1
Sudeste,RJ,330400,Pirai,Baixa vulnerabilidade,1,0,1
Sudeste,RJ,330410,Porciuncula,Baixa vulnerabilidade,0,1,1
Sudeste,RJ,330415,Quissama,Baixa vulnerabilidade,1,0,1
Sudeste,RJ,330450,Rio das Flores,Baixa vulnerabilidade,0,0,0
Sudeste,RJ,330455,Rio de Janeiro,Baixa vulnerabilidade,0,30,30
Sudeste,RJ,330490,Sao Goncalo,Média vulnerabilidade,2,0,2
Sudeste,RJ,330510,Sao Joao de Meriti,Média vulnerabilidade,2,0,2
Sudeste,RJ,330555,Seropedica,Média vulnerabilidade,1,0,1
Sudeste,RJ,330570,Sumidouro,Média vulnerabilidade,0,1,1
Sudeste,RJ,330575,Tangua,Alta vulnerabilidade,0,0,0
Sudeste,RJ,330600,Tres Rios,Baixa vulnerabilidade,0,2,2
Nordeste,RN,240010,Acari,Baixa vulnerabilidade,1,0,1
Nordeste,RN,240020,Acu,Média vulnerabilidade,2,1,3
Nordeste,RN,240030,Afonso Bezerra,Alta vulnerabilidade,1,0,1
Nordeste,RN,240110,Areia Branca,Média vulnerabilidade,1,0,1
Nordeste,RN,240145,Barauna,Alta vulnerabilidade,0,4,4
Nordeste,RN,240165,Bodo,Alta vulnerabilidade,1,0,1
Nordeste,RN,240180,Brejinho,Alta vulnerabilidade,1,0,1
Nordeste,RN,240220,Canguaretama,Muito alta vulnerabilidade,2,0,2
Nordeste,RN,240230,Caraubas,Alta vulnerabilidade,1,0,1
Nordeste,RN,240260,Ceara-Mirim,Alta vulnerabilidade,0,0,0
Nordeste,RN,240280,Coronel Ezequiel,Alta vulnerabilidade,1,0,1
Nordeste,RN,240310,Currais Novos,Baixa vulnerabilidade,1,0,1
Nordeste,RN,240410,Galinhos,Alta vulnerabilidade,1,0,1
Nordeste,RN,240580,Joao Camara,Muito alta vulnerabilidade,1,0,1
Nordeste,RN,240610,Jucurutu,Média vulnerabilidade,0,1,1
Nordeste,RN,240615,Jundia,Média vulnerabilidade,0,0,0
Nordeste,RN,240640,Lagoa de Velhos,Média vulnerabilidade,1,0,1
Nordeste,RN,240670,Lajes,Alta vulnerabilidade,0,2,2
Nordeste,RN,240700,Luis Gomes,Alta vulnerabilidade,1,0,1
Nordeste,RN,240710,Macaiba,Alta vulnerabilidade,0,1,1
Nordeste,RN,240720,Macau,Média vulnerabilidade,2,0,2
Nordeste,RN,240750,Maxaranguape,Alta vulnerabilidade,0,1,1
Nordeste,RN,240770,Montanhas,Alta vulnerabilidade,0,1,1
Nordeste,RN,240800,Mossoro,Baixa vulnerabilidade,1,1,2
Nordeste,RN,240810,Natal,Baixa vulnerabilidade,0,2,2
Nordeste,RN,240830,Nova Cruz,Alta vulnerabilidade,0,1,1
Nordeste,RN,240840,Olho-d'agua do Borges,Alta vulnerabilidade,1,0,1
Nordeste,RN,240880,Parazinho,Muito alta vulnerabilidade,1,0,1
Nordeste,RN,240890,Parelhas,Média vulnerabilidade,1,1,2
Nordeste,RN,240325,Parnamirim,Baixa vulnerabilidade,0,0,0
Nordeste,RN,240960,Pedra Preta,Muito alta vulnerabilidade,1,0,1
Nordeste,RN,240990,Pendencias,Média vulnerabilidade,0,1,1
Nordeste,RN,241010,Poco Branco,Alta vulnerabilidade,1,0,1
Nordeste,RN,241080,Riacho de Santana,Média vulnerabilidade,1,0,1
Nordeste,RN,240895,Rio do Fogo,Alta vulnerabilidade,0,1,1
Nordeste,RN,241180,Sao Fernando,Média vulnerabilidade,0,1,1
Nordeste,RN,241230,Sao Jose do Campestre,Média vulnerabilidade,0,1,1
Nordeste,RN,241260,"Sao Paulo do
Potengi",Alta vulnerabilidade,0,3,3
Nordeste,RN,241340,Serra Negra do Norte,Média vulnerabilidade,1,0,1
Norte,RO,110001,Alta Floresta D'Oeste,Média vulnerabilidade,1,0,1
Norte,RO,110034,Alvorada D'Oeste,Média vulnerabilidade,0,0,0
Norte,RO,110045,Buritis,Média vulnerabilidade,0,1,1
Norte,RO,110004,Cacoal,Baixa vulnerabilidade,0,0,0
Norte,RO,110092,Chupinguaia,Média vulnerabilidade,2,0,2
Norte,RO,110007,Corumbiara,Média vulnerabilidade,1,0,1
Norte,RO,110094,Cujubim,Alta vulnerabilidade,0,0,0
Norte,RO,110100,Governador Jorge Teixeira,Média vulnerabilidade,1,0,1
Norte,RO,110011,Jaru,Média vulnerabilidade,1,0,1
Norte,RO,110012,Ji-Parana,Baixa vulnerabilidade,0,3,3
Norte,RO,110013,"Machadinho
D'Oeste",Alta vulnerabilidade,0,1,1
Norte,RO,110140,Monte Negro,Média vulnerabilidade,2,0,2
Norte,RO,110033,Nova Mamore,Alta vulnerabilidade,0,1,1
Norte,RO,110143,Nova Uniao,Média vulnerabilidade,1,0,1
Norte,RO,110050,Novo Horizonte do Oeste,Média vulnerabilidade,1,0,1
Norte,RO,110020,PORTO VELHO,Média vulnerabilidade,0,7,7
Norte,RO,110147,Primavera de Rondonia,Baixa vulnerabilidade,1,0,1
Norte,RO,110032,Sao Miguel do Guapore,Média vulnerabilidade,0,0,0
Norte,RO,110175,Vale do Anari,Alta vulnerabilidade,1,0,1
Norte,RO,110180,Vale do Paraiso,Média vulnerabilidade,1,0,1
Norte,RR,140002,Amajari,Muito alta vulnerabilidade,1,0,1
Norte,RR,140010,Boa Vista,Baixa vulnerabilidade,13,0,13
Norte,RR,140023,Caroebe,Muito alta vulnerabilidade,1,0,1
Norte,RR,140030,Mucajai,Alta vulnerabilidade,1,0,1
Norte,RR,140047,Rorainopolis,Alta vulnerabilidade,0,2,2
Norte,RR,140070,Uiramuta,Muito alta vulnerabilidade,1,0,1
Sul,RS,430010,Agudo,Baixa vulnerabilidade,1,0,1
Sul,RS,430047,Almirante Tamandare do Sul,Muito baixa vulnerabilidade,1,0,1
Sul,RS,430060,Alvorada,Média vulnerabilidade,0,2,2
Sul,RS,430064,Ametista do Sul,Média vulnerabilidade,1,0,1
Sul,RS,430105,Arroio do Sal,Baixa vulnerabilidade,1,0,1
Sul,RS,430130,Arroio Grande,Baixa vulnerabilidade,1,0,1
Sul,RS,430160,Bage,Baixa vulnerabilidade,1,1,2
Sul,RS,430165,Barao,Muito baixa vulnerabilidade,1,0,1
Sul,RS,430223,Boa Vista do Incra,Baixa vulnerabilidade,0,0,0
Sul,RS,430240,Bom Retiro do Sul,Muito baixa vulnerabilidade,1,0,1
Sul,RS,430390,Campo Bom,Muito baixa vulnerabilidade,0,1,1
Sul,RS,430420,Candelaria,Baixa vulnerabilidade,1,0,1
Sul,RS,430460,Canoas,Baixa vulnerabilidade,0,0,0
Sul,RS,430461,Canudos do Vale,Baixa vulnerabilidade,1,0,1
Sul,RS,430463,Capao da Canoa,Baixa vulnerabilidade,1,0,1
Sul,RS,430468,Capela de Santana,Média vulnerabilidade,1,0,1
Sul,RS,430510,Caxias do Sul,Muito baixa vulnerabilidade,6,0,6
Sul,RS,430513,Cerro Branco,Muito baixa vulnerabilidade,0,1,1
Sul,RS,430517,Cerro Grande do Sul,Média vulnerabilidade,2,0,2
Sul,RS,430520,Cerro Largo,Muito baixa vulnerabilidade,1,0,1
Sul,RS,430535,Charqueadas,Baixa vulnerabilidade,0,1,1
Sul,RS,430544,Chuvisca,Baixa vulnerabilidade,0,1,1
Sul,RS,430558,Colinas,Muito baixa vulnerabilidade,1,0,1
Sul,RS,430600,Crissiumal,Baixa vulnerabilidade,2,0,2
Sul,RS,430607,Cristal do Sul,Média vulnerabilidade,1,0,1
Sul,RS,430640,Dois Irmaos,Muito baixa vulnerabilidade,1,0,1
Sul,RS,430660,Dom Pedrito,Baixa vulnerabilidade,2,0,2
Sul,RS,430690,Encruzilhada do Sul,Média vulnerabilidade,1,0,1
Sul,RS,430770,Esteio,Baixa vulnerabilidade,3,0,3
Sul,RS,430790,Farroupilha,Muito baixa vulnerabilidade,0,0,0
Sul,RS,430820,Flores da Cunha,Baixa vulnerabilidade,1,0,1
Sul,RS,430890,Getulio Vargas,Muito baixa vulnerabilidade,0,1,1
Sul,RS,430920,Gravatai,Média vulnerabilidade,1,0,1
Sul,RS,430925,Guabiju,Muito baixa vulnerabilidade,0,0,0
Sul,RS,430950,Guarani das Missoes,Baixa vulnerabilidade,1,0,1
Sul,RS,430965,Hulha Negra,Média vulnerabilidade,1,0,1
Sul,RS,431010,Igrejinha,Muito baixa vulnerabilidade,0,1,1
Sul,RS,431055,Itacurubi,Baixa vulnerabilidade,1,0,1
Sul,RS,431100,Jaguarao,Baixa vulnerabilidade,1,0,1
Sul,RS,431130,Lagoa Vermelha,Baixa vulnerabilidade,0,0,0
Sul,RS,431140,Lajeado,Muito baixa vulnerabilidade,0,0,0
Sul,RS,431180,Marau,Muito baixa vulnerabilidade,1,0,1
Sul,RS,431213,Mato Castelhano,Muito baixa vulnerabilidade,1,0,1
Sul,RS,431225,Minas do Leao,Média vulnerabilidade,1,0,1
Sul,RS,431237,Monte Alegre dos Campos,Média vulnerabilidade,1,0,1
Sul,RS,431250,Mostardas,Média vulnerabilidade,0,1,1
Sul,RS,431265,Nao-Me-Toque,Muito baixa vulnerabilidade,0,3,3
Sul,RS,431303,Nova Esperanca do Sul,Muito baixa vulnerabilidade,0,1,1
Sul,RS,431306,Nova Hartz,Muito baixa vulnerabilidade,0,1,1
Sul,RS,431340,Novo Hamburgo,Baixa vulnerabilidade,2,0,2
Sul,RS,431365,Palmares do Sul,Baixa vulnerabilidade,1,0,1
Sul,RS,431390,Panambi,Muito baixa vulnerabilidade,0,0,0
Sul,RS,431430,Pejucara,Baixa vulnerabilidade,1,0,1
Sul,RS,431440,Pelotas,Baixa vulnerabilidade,0,4,4
Sul,RS,431442,Picada Cafe,Muito baixa vulnerabilidade,0,0,0
Sul,RS,431455,Pirapo,Baixa vulnerabilidade,1,0,1
Sul,RS,431490,Porto Alegre,Baixa vulnerabilidade,10,0,10
Sul,RS,431530,Quarai,Baixa vulnerabilidade,0,1,1
Sul,RS,431690,Santa Maria,Muito baixa vulnerabilidade,0,1,1
Sul,RS,431730,Santa Vitoria do Palmar,Baixa vulnerabilidade,0,1,1
Sul,RS,431770,Santo Antonio das Missoes,Média vulnerabilidade,1,1,2
Sul,RS,431790,Santo Cristo,Muito baixa vulnerabilidade,0,1,1
Sul,RS,431800,Sao Borja,Baixa vulnerabilidade,0,1,1
Sul,RS,431820,Sao Francisco de Paula,Baixa vulnerabilidade,1,0,1
Sul,RS,431840,Sao Jeronimo,Baixa vulnerabilidade,1,0,1
Sul,RS,431846,Sao Jose do Herval,Média vulnerabilidade,0,1,1
Sul,RS,431862,Sao Jose dos Ausentes,Média vulnerabilidade,1,0,1
Sul,RS,431870,Sao Leopoldo,Baixa vulnerabilidade,1,0,1
Sul,RS,431890,Sao Luiz Gonzaga,Baixa vulnerabilidade,0,1,1
Sul,RS,431935,Sao Pedro da Serra,Muito baixa vulnerabilidade,0,0,0
Sul,RS,431950,Sao Sebastiao do Cai,Baixa vulnerabilidade,1,0,1
Sul,RS,431980,Sao Vicente do Sul,Baixa vulnerabilidade,1,0,1
Sul,RS,432000,Sapucaia do Sul,Baixa vulnerabilidade,2,0,2
Sul,RS,432110,Tapes,Baixa vulnerabilidade,1,0,1
Sul,RS,432170,Tres Coroas,Muito baixa vulnerabilidade,1,3,4
Sul,RS,432200,Triunfo,Baixa vulnerabilidade,0,4,4
Sul,RS,432215,Tunas,Média vulnerabilidade,1,0,1
Sul,RS,432220,Tupancireta,Média vulnerabilidade,0,1,1
Sul,RS,432237,Unistalda,Baixa vulnerabilidade,0,1,1
Sul,RS,432240,Uruguaiana,Baixa vulnerabilidade,1,0,1
Sul,RS,432250,Vacaria,Baixa vulnerabilidade,0,3,3
Sul,RS,432300,Viamao,Média vulnerabilidade,1,0,1
Sul,RS,432340,Vila Maria,Muito baixa vulnerabilidade,1,0,1
Sul,SC,420080,Anchieta,Baixa vulnerabilidade,1,0,1
Sul,SC,420140,Ararangua,Muito baixa vulnerabilidade,1,0,1
Sul,SC,420150,Armazem,Muito baixa vulnerabilidade,1,0,1
Sul,SC,420170,Ascurra,Muito baixa vulnerabilidade,1,0,1
Sul,SC,420205,Balneario Barra do Sul,Baixa vulnerabilidade,0,1,1
Sul,SC,420220,Benedito Novo,Baixa vulnerabilidade,0,1,1
Sul,SC,420230,Biguacu,Baixa vulnerabilidade,0,3,3
Sul,SC,420240,Blumenau,Muito baixa vulnerabilidade,0,1,1
Sul,SC,420253,Bom Jesus,Baixa vulnerabilidade,1,0,1
Sul,SC,420285,Braco do Trombudo,Muito baixa vulnerabilidade,0,0,0
Sul,SC,420287,Brunopolis,Baixa vulnerabilidade,1,0,1
Sul,SC,420290,Brusque,Muito baixa vulnerabilidade,0,3,3
Sul,SC,420300,Cacador,Baixa vulnerabilidade,1,1,2
Sul,SC,420320,Camboriu,Muito baixa vulnerabilidade,0,0,0
Sul,SC,420330,Campo Alegre,Baixa vulnerabilidade,0,1,1
Sul,SC,420340,Campo Belo do Sul,Baixa vulnerabilidade,0,1,1
Sul,SC,420380,Canoinhas,Baixa vulnerabilidade,0,3,3
Sul,SC,420420,Chapeco,Muito baixa vulnerabilidade,0,0,0
Sul,SC,420425,Cocal do Sul,Muito baixa vulnerabilidade,0,1,1
Sul,SC,420435,Cordilheira Alta,Muito baixa vulnerabilidade,1,0,1
Sul,SC,420460,Criciuma,Muito baixa vulnerabilidade,0,0,0
Sul,SC,420519,Ermo,Baixa vulnerabilidade,1,0,1
Sul,SC,420530,Faxinal dos Guedes,Muito baixa vulnerabilidade,1,0,1
Sul,SC,420545,Forquilhinha,Muito baixa vulnerabilidade,0,0,0
Sul,SC,420570,Garopaba,Muito baixa vulnerabilidade,1,0,1
Sul,SC,420590,Gaspar,Muito baixa vulnerabilidade,2,0,2
Sul,SC,420665,Guatambu,Baixa vulnerabilidade,0,1,1
Sul,SC,420670,Herval d'Oeste,Muito baixa vulnerabilidade,0,2,2
Sul,SC,420700,Icara,Muito baixa vulnerabilidade,1,0,1
Sul,SC,420730,Imbituba,Muito baixa vulnerabilidade,0,4,4
Sul,SC,420750,Indaial,Muito baixa vulnerabilidade,0,1,1
Sul,SC,420780,Irani,Média vulnerabilidade,0,1,1
Sul,SC,420830,Itapema,Muito baixa vulnerabilidade,0,2,2
Sul,SC,420910,Joinville,Baixa vulnerabilidade,1,0,1
Sul,SC,420930,Lages,Baixa vulnerabilidade,0,0,0
Sul,SC,420940,Laguna,Muito baixa vulnerabilidade,0,4,4
Sul,SC,420945,Lajeado Grande,Muito baixa vulnerabilidade,1,0,1
Sul,SC,420980,Leoberto Leal,Baixa vulnerabilidade,1,0,1
Sul,SC,421055,Marema,Muito baixa vulnerabilidade,0,0,0
Sul,SC,421060,Massaranduba,Muito baixa vulnerabilidade,1,0,1
Sul,SC,421130,Navegantes,Baixa vulnerabilidade,0,2,2
Sul,SC,421180,Ouro,Baixa vulnerabilidade,0,0,0
Sul,SC,421250,Penha,Muito baixa vulnerabilidade,0,5,5
Sul,SC,421290,Pinhalzinho,Muito baixa vulnerabilidade,0,1,1
Sul,SC,421330,Ponte Alta,Baixa vulnerabilidade,1,0,1
Sul,SC,421350,Porto Belo,Muito baixa vulnerabilidade,1,0,1
Sul,SC,421360,Porto Uniao,Muito baixa vulnerabilidade,0,1,1
Sul,SC,421370,Pouso Redondo,Muito baixa vulnerabilidade,0,1,1
Sul,SC,421400,Presidente Getulio,Muito baixa vulnerabilidade,1,0,1
Sul,SC,421415,Princesa,Baixa vulnerabilidade,1,0,1
Sul,SC,421460,Rio do Oeste,Baixa vulnerabilidade,1,0,1
Sul,SC,421470,Rio dos Cedros,Muito baixa vulnerabilidade,1,0,1
Sul,SC,421510,Rodeio,Baixa vulnerabilidade,1,0,1
Sul,SC,421570,Santo Amaro da Imperatriz,Baixa vulnerabilidade,0,1,1
Sul,SC,421600,Sao Carlos,Muito baixa vulnerabilidade,0,1,1
Sul,SC,421620,Sao Francisco do Sul,Muito baixa vulnerabilidade,1,0,1
Sul,SC,421630,Sao Joao Batista,Baixa vulnerabilidade,0,0,0
Sul,SC,421670,Sao Jose do Cedro,Muito baixa vulnerabilidade,0,1,1
Sul,SC,421690,Sao Lourenco do Oeste,Baixa vulnerabilidade,0,0,0
Sul,SC,421760,Sideropolis,Muito baixa vulnerabilidade,1,0,1
Sul,SC,421770,Sombrio,Baixa vulnerabilidade,1,0,1
Sul,SC,421810,Timbe do Sul,Muito baixa vulnerabilidade,1,0,1
Sul,SC,421840,Treze de Maio,Muito baixa vulnerabilidade,0,1,1
Sul,SC,421870,Tubarao,Muito baixa vulnerabilidade,1,1,2
Sul,SC,421875,Tunapolis,Baixa vulnerabilidade,1,0,1
Sul,SC,421930,Videira,Muito baixa vulnerabilidade,1,1,2
Sul,SC,421950,Xanxere,Muito baixa vulnerabilidade,0,2,2
Nordeste,SE,280020,Aquidaba,Alta vulnerabilidade,1,0,1
Nordeste,SE,280040,Araua,Alta vulnerabilidade,0,0,0
Nordeste,SE,280067,Boquim,Alta vulnerabilidade,1,1,2
Nordeste,SE,280140,Carira,Alta vulnerabilidade,1,0,1
Nordeste,SE,280170,Cristinapolis,Muito alta vulnerabilidade,1,0,1
Nordeste,SE,280190,Cumbe,Média vulnerabilidade,0,0,0
Nordeste,SE,280260,Gracho Cardoso,Alta vulnerabilidade,0,0,0
Nordeste,SE,280280,Indiaroba,Alta vulnerabilidade,1,0,1
Nordeste,SE,280290,Itabaiana,Média vulnerabilidade,0,2,2
Nordeste,SE,280330,Japaratuba,Alta vulnerabilidade,1,0,1
Nordeste,SE,280350,Lagarto,Média vulnerabilidade,2,0,2
Nordeste,SE,280430,Muribeca,Alta vulnerabilidade,0,1,1
Nordeste,SE,280480,Nossa Senhora do Socorro,Alta vulnerabilidade,1,0,1
Nordeste,SE,280490,Pacatuba,Muito alta vulnerabilidade,1,0,1
Nordeste,SE,280570,Propria,Média vulnerabilidade,0,1,1
Nordeste,SE,280610,Rosario do Catete,Média vulnerabilidade,1,0,1
Nordeste,SE,280620,Salgado,Alta vulnerabilidade,0,0,0
Nordeste,SE,280670,Sao Cristovao,Alta vulnerabilidade,1,1,2
Nordeste,SE,280700,Sao Miguel do Aleixo,Alta vulnerabilidade,1,0,1
Nordeste,SE,280710,Simao Dias,Alta vulnerabilidade,1,1,2
Nordeste,SE,280720,Siriri,Alta vulnerabilidade,1,0,1
Nordeste,SE,280730,Telha,Média vulnerabilidade,1,0,1
Nordeste,SE,280760,Umbauba,Alta vulnerabilidade,1,0,1
Sudeste,SP,350075,Alambari,Baixa vulnerabilidade,0,0,0
Sudeste,SP,350150,Alvinlandia,Muito baixa vulnerabilidade,1,0,1
Sudeste,SP,350160,Americana,Muito baixa vulnerabilidade,1,1,2
Sudeste,SP,350170,Americo Brasiliense,Baixa vulnerabilidade,2,0,2
Sudeste,SP,350210,Andradina,Muito baixa vulnerabilidade,0,1,1
Sudeste,SP,350270,Apiai,Média vulnerabilidade,1,2,3
Sudeste,SP,350280,Aracatuba,Muito baixa vulnerabilidade,3,0,3
Sudeste,SP,350320,Araraquara,Muito baixa vulnerabilidade,0,3,3
Sudeste,SP,350380,Artur Nogueira,Baixa vulnerabilidade,1,0,1
Sudeste,SP,350400,Assis,Muito baixa vulnerabilidade,1,0,1
Sudeste,SP,350410,Atibaia,Baixa vulnerabilidade,1,0,1
Sudeste,SP,350440,Avanhandava,Baixa vulnerabilidade,0,3,3
Sudeste,SP,350450,Avare,Baixa vulnerabilidade,1,0,1
Sudeste,SP,350460,Bady Bassitt,Muito baixa vulnerabilidade,0,1,1
Sudeste,SP,350610,Bebedouro,Muito baixa vulnerabilidade,0,1,1
Sudeste,SP,350750,Botucatu,Muito baixa vulnerabilidade,1,0,1
Sudeste,SP,350760,Braganca Paulista,Muito baixa vulnerabilidade,1,0,1
Sudeste,SP,350780,Brodowski,Baixa vulnerabilidade,1,0,1
Sudeste,SP,350800,Buri,Média vulnerabilidade,0,2,2
Sudeste,SP,350820,Buritizal,Muito baixa vulnerabilidade,1,0,1
Sudeste,SP,350860,Cachoeira Paulista,Muito baixa vulnerabilidade,0,4,4
Sudeste,SP,350950,Campinas,Baixa vulnerabilidade,5,16,21
Sudeste,SP,350980,Campos Novos Paulista,Média vulnerabilidade,0,2,2
Sudeste,SP,351040,Capivari,Baixa vulnerabilidade,0,0,0
Sudeste,SP,351050,Caraguatatuba,Baixa vulnerabilidade,1,13,14
Sudeste,SP,355720,Chavantes,Baixa vulnerabilidade,0,2,2
Sudeste,SP,351310,Cravinhos,Muito baixa vulnerabilidade,1,0,1
Sudeste,SP,351380,Diadema,Média vulnerabilidade,0,6,6
Sudeste,SP,355730,Estiva Gerbi,Muito baixa vulnerabilidade,0,0,0
Sudeste,SP,351580,Flora Rica,Média vulnerabilidade,1,0,1
Sudeste,SP,351590,Floreal,Muito baixa vulnerabilidade,0,1,1
Sudeste,SP,351620,Franca,Muito baixa vulnerabilidade,2,0,2
Sudeste,SP,351640,Franco da Rocha,Média vulnerabilidade,0,1,1
Sudeste,SP,351680,Gastao Vidigal,Baixa vulnerabilidade,0,1,1
Sudeste,SP,351690,General Salgado,Baixa vulnerabilidade,0,1,1
Sudeste,SP,351700,Getulina,Baixa vulnerabilidade,1,0,1
Sudeste,SP,351740,Guaira,Baixa vulnerabilidade,0,2,2
Sudeste,SP,351790,Guaraci,Baixa vulnerabilidade,0,0,0
Sudeste,SP,351800,Guarani d'Oeste,Baixa vulnerabilidade,0,0,0
Sudeste,SP,351840,Guaratingueta,Muito baixa vulnerabilidade,0,1,1
Sudeste,SP,351880,Guarulhos,Média vulnerabilidade,0,0,0
Sudeste,SP,351890,Guzolandia,Alta vulnerabilidade,1,0,1
Sudeste,SP,351907,Hortolandia,Média vulnerabilidade,0,3,3
Sudeste,SP,351930,Ibate,Baixa vulnerabilidade,0,1,1
Sudeste,SP,351950,Ibirarema,Baixa vulnerabilidade,1,0,1
Sudeste,SP,352030,Iguape,Baixa vulnerabilidade,0,0,0
Sudeste,SP,352050,Indaiatuba,Muito baixa vulnerabilidade,0,4,4
Sudeste,SP,352110,Ipeuna,Muito baixa vulnerabilidade,0,1,1
Sudeste,SP,352240,Itapeva,Baixa vulnerabilidade,1,0,1
Sudeste,SP,352320,Itarare,Média vulnerabilidade,0,1,1
Sudeste,SP,352400,Itupeva,Muito baixa vulnerabilidade,0,0,0
Sudeste,SP,352410,Ituverava,Baixa vulnerabilidade,1,0,1
Sudeste,SP,352440,Jacarei,Baixa vulnerabilidade,0,3,3
Sudeste,SP,352450,Jaci,Muito baixa vulnerabilidade,1,0,1
Sudeste,SP,352470,Jaguariuna,Muito baixa vulnerabilidade,0,3,3
Sudeste,SP,352520,Jarinu,Baixa vulnerabilidade,0,2,2
Sudeste,SP,352610,Juquia,Média vulnerabilidade,0,1,1
Sudeste,SP,352640,Laranjal Paulista,Muito baixa vulnerabilidade,1,0,1
Sudeste,SP,352670,Leme,Média vulnerabilidade,0,0,0
Sudeste,SP,352680,Lencois Paulista,Muito baixa vulnerabilidade,1,0,1
Sudeste,SP,352740,Lucelia,Muito baixa vulnerabilidade,0,2,2
Sudeste,SP,352900,Marilia,Muito baixa vulnerabilidade,1,0,1
Sudeste,SP,352940,Maua,Média vulnerabilidade,2,0,2
Sudeste,SP,352990,Miracatu,Média vulnerabilidade,1,0,1
Sudeste,SP,353060,Mogi das Cruzes,Baixa vulnerabilidade,0,13,13
Sudeste,SP,353080,Moji Mirim,Muito baixa vulnerabilidade,1,0,1
Sudeste,SP,353180,Monte Mor,Média vulnerabilidade,0,0,0
Sudeste,SP,353190,Morro Agudo,Média vulnerabilidade,1,0,1
Sudeste,SP,353390,Olimpia,Muito baixa vulnerabilidade,0,0,0
Sudeste,SP,353480,Ouro Verde,Média vulnerabilidade,0,1,1
Sudeste,SP,353630,Patrocinio Paulista,Baixa vulnerabilidade,0,1,1
Sudeste,SP,353640,Pauliceia,Baixa vulnerabilidade,0,1,1
Sudeste,SP,353670,Pederneiras,Baixa vulnerabilidade,2,0,2
Sudeste,SP,353680,Pedra Bela,Baixa vulnerabilidade,1,0,1
Sudeste,SP,353760,Peruibe,Baixa vulnerabilidade,0,3,3
Sudeste,SP,353860,Piracaia,Baixa vulnerabilidade,1,0,1
Sudeste,SP,353870,Piracicaba,Baixa vulnerabilidade,1,2,3
Sudeste,SP,353900,Pirangi,Muito baixa vulnerabilidade,0,0,0
Sudeste,SP,354020,Pontal,Baixa vulnerabilidade,2,0,2
Sudeste,SP,354050,Porangaba,Baixa vulnerabilidade,0,1,1
Sudeste,SP,354080,Potirendaba,Muito baixa vulnerabilidade,1,0,1
Sudeste,SP,354100,Praia Grande,Média vulnerabilidade,0,3,3
Sudeste,SP,354140,Presidente Prudente,Muito baixa vulnerabilidade,1,1,2
Sudeste,SP,354220,Rancharia,Muito baixa vulnerabilidade,0,0,0
Sudeste,SP,354260,Registro,Baixa vulnerabilidade,0,5,5
Sudeste,SP,354340,Ribeirao Preto,Baixa vulnerabilidade,0,2,2
Sudeste,SP,354390,Rio Claro,Muito baixa vulnerabilidade,1,0,1
Sudeste,SP,354460,Sabino,Baixa vulnerabilidade,0,0,0
Sudeste,SP,354520,Salto,Baixa vulnerabilidade,3,0,3
Sudeste,SP,354580,Santa Barbara d'Oeste,Muito baixa vulnerabilidade,1,0,1
Sudeste,SP,354600,Santa Branca,Baixa vulnerabilidade,1,0,1
